1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
807.0	799.0	792.0	784.0	776.0	768.0	760.0	752.0	744.0	737.0	729.0	721.0	713.0	705.0	697.0	690.0	682.0	674.0	666.0	658.0	650.0	643.0	635.0	627.0	619.0	612.0	604.0	596.0	588.0	580.0	573.0	565.0	557.0	549.0	542.0	534.0	526.0	518.0	511.0	503.0	495.0	488.0	480.0	472.0	465.0	457.0	449.0	442.0	434.0	427.0	419.0	411.0	404.0	396.0	389.0	381.0	374.0	366.0	359.0	351.0	344.0	337.0	329.0	322.0	315.0	307.0	300.0	293.0	286.0	279.0	272.0	265.0	258.0	251.0	244.0	237.0	231.0	224.0	218.0	211.0	205.0	199.0	193.0	187.0	181.0	176.0	170.0	165.0	160.0	156.0	151.0	147.0	143.0	140.0	137.0	134.0	132.0	131.0	129.0	129.0	128.0	129.0	129.0	131.0	132.0	134.0	137.0	140.0	143.0	147.0	151.0	156.0	160.0	165.0	170.0	176.0	181.0	187.0	193.0	199.0	205.0	211.0	218.0	224.0	231.0	237.0	244.0	251.0	258.0	265.0	272.0	279.0	286.0	293.0	300.0	307.0	315.0	322.0	329.0	337.0	344.0	351.0	359.0	366.0	374.0	381.0	389.0	396.0	404.0	411.0	419.0	427.0	434.0	442.0	449.0	457.0	465.0	472.0	480.0	488.0	495.0	503.0	511.0	518.0	526.0	534.0	542.0	549.0	557.0	565.0	573.0	580.0	588.0	596.0	604.0	612.0	619.0	627.0	635.0	643.0	650.0	658.0	666.0	674.0	682.0	690.0	697.0	705.0	713.0	721.0	729.0	737.0	744.0	752.0	760.0	768.0	776.0	784.0	792.0	799.0	807.0
807.0	799.0	791.0	784.0	776.0	768.0	760.0	752.0	744.0	737.0	729.0	721.0	713.0	705.0	697.0	690.0	682.0	674.0	666.0	658.0	650.0	643.0	635.0	627.0	619.0	612.0	604.0	596.0	588.0	580.0	573.0	565.0	557.0	549.0	542.0	534.0	526.0	518.0	511.0	503.0	495.0	488.0	480.0	472.0	465.0	457.0	449.0	442.0	434.0	427.0	419.0	411.0	404.0	396.0	389.0	381.0	374.0	366.0	359.0	351.0	344.0	337.0	329.0	322.0	315.0	307.0	300.0	293.0	286.0	279.0	272.0	265.0	258.0	251.0	244.0	237.0	231.0	224.0	217.0	211.0	205.0	199.0	193.0	187.0	181.0	175.0	170.0	165.0	160.0	155.0	151.0	147.0	143.0	140.0	137.0	134.0	132.0	130.0	129.0	128.0	128.0	128.0	129.0	130.0	132.0	134.0	137.0	140.0	143.0	147.0	151.0	155.0	160.0	165.0	170.0	175.0	181.0	187.0	193.0	199.0	205.0	211.0	217.0	224.0	231.0	237.0	244.0	251.0	258.0	265.0	272.0	279.0	286.0	293.0	300.0	307.0	315.0	322.0	329.0	337.0	344.0	351.0	359.0	366.0	374.0	381.0	389.0	396.0	404.0	411.0	419.0	427.0	434.0	442.0	449.0	457.0	465.0	472.0	480.0	488.0	495.0	503.0	511.0	518.0	526.0	534.0	542.0	549.0	557.0	565.0	573.0	580.0	588.0	596.0	604.0	612.0	619.0	627.0	635.0	643.0	650.0	658.0	666.0	674.0	682.0	690.0	697.0	705.0	713.0	721.0	729.0	737.0	744.0	752.0	760.0	768.0	776.0	784.0	791.0	799.0	807.0
807.0	799.0	791.0	784.0	776.0	768.0	760.0	752.0	744.0	737.0	729.0	721.0	713.0	705.0	697.0	690.0	682.0	674.0	666.0	658.0	650.0	643.0	635.0	627.0	619.0	611.0	604.0	596.0	588.0	580.0	573.0	565.0	557.0	549.0	542.0	534.0	526.0	518.0	511.0	503.0	495.0	488.0	480.0	472.0	465.0	457.0	449.0	442.0	434.0	426.0	419.0	411.0	404.0	396.0	389.0	381.0	374.0	366.0	359.0	351.0	344.0	337.0	329.0	322.0	315.0	307.0	300.0	293.0	286.0	279.0	272.0	265.0	258.0	251.0	244.0	237.0	230.0	224.0	217.0	211.0	205.0	199.0	192.0	187.0	181.0	175.0	170.0	165.0	160.0	155.0	151.0	147.0	143.0	139.0	136.0	134.0	131.0	130.0	128.0	128.0	127.0	128.0	128.0	130.0	131.0	134.0	136.0	139.0	143.0	147.0	151.0	155.0	160.0	165.0	170.0	175.0	181.0	187.0	192.0	199.0	205.0	211.0	217.0	224.0	230.0	237.0	244.0	251.0	258.0	265.0	272.0	279.0	286.0	293.0	300.0	307.0	315.0	322.0	329.0	337.0	344.0	351.0	359.0	366.0	374.0	381.0	389.0	396.0	404.0	411.0	419.0	426.0	434.0	442.0	449.0	457.0	465.0	472.0	480.0	488.0	495.0	503.0	511.0	518.0	526.0	534.0	542.0	549.0	557.0	565.0	573.0	580.0	588.0	596.0	604.0	611.0	619.0	627.0	635.0	643.0	650.0	658.0	666.0	674.0	682.0	690.0	697.0	705.0	713.0	721.0	729.0	737.0	744.0	752.0	760.0	768.0	776.0	784.0	791.0	799.0	807.0
807.0	799.0	1.0	784.0	776.0	768.0	760.0	752.0	744.0	1.0	729.0	721.0	713.0	705.0	697.0	690.0	682.0	674.0	666.0	658.0	650.0	643.0	635.0	627.0	619.0	611.0	604.0	596.0	588.0	580.0	573.0	565.0	557.0	549.0	542.0	534.0	526.0	518.0	511.0	503.0	495.0	488.0	480.0	472.0	465.0	457.0	449.0	442.0	434.0	426.0	419.0	411.0	404.0	396.0	389.0	381.0	374.0	366.0	359.0	351.0	344.0	337.0	329.0	322.0	315.0	307.0	300.0	293.0	286.0	279.0	272.0	264.0	258.0	251.0	244.0	237.0	230.0	224.0	217.0	211.0	205.0	198.0	192.0	186.0	181.0	175.0	170.0	164.0	159.0	155.0	150.0	146.0	142.0	139.0	136.0	133.0	131.0	129.0	128.0	127.0	127.0	127.0	128.0	129.0	131.0	133.0	136.0	139.0	142.0	146.0	150.0	155.0	159.0	164.0	170.0	175.0	181.0	186.0	192.0	198.0	205.0	211.0	217.0	224.0	230.0	237.0	244.0	251.0	258.0	264.0	272.0	279.0	286.0	293.0	300.0	307.0	315.0	322.0	329.0	337.0	344.0	351.0	359.0	366.0	374.0	381.0	389.0	396.0	404.0	411.0	419.0	426.0	434.0	442.0	449.0	457.0	465.0	472.0	480.0	488.0	495.0	503.0	511.0	518.0	526.0	534.0	542.0	549.0	557.0	565.0	573.0	580.0	588.0	596.0	604.0	611.0	619.0	627.0	635.0	643.0	650.0	658.0	666.0	674.0	682.0	690.0	697.0	705.0	713.0	721.0	729.0	1.0	744.0	752.0	760.0	768.0	776.0	784.0	1.0	799.0	807.0
1.0	1.0	1.0	1.0	1.0	768.0	760.0	1.0	1.0	1.0	1.0	721.0	713.0	705.0	1.0	1.0	682.0	674.0	666.0	658.0	1.0	643.0	635.0	627.0	619.0	1.0	604.0	596.0	588.0	580.0	573.0	565.0	557.0	549.0	542.0	534.0	526.0	518.0	511.0	503.0	495.0	488.0	480.0	472.0	465.0	457.0	449.0	442.0	434.0	426.0	419.0	411.0	404.0	396.0	389.0	381.0	374.0	366.0	359.0	351.0	344.0	336.0	329.0	322.0	314.0	307.0	300.0	293.0	286.0	278.0	271.0	264.0	257.0	251.0	244.0	237.0	230.0	224.0	217.0	211.0	204.0	198.0	192.0	186.0	180.0	175.0	169.0	164.0	159.0	154.0	150.0	146.0	142.0	138.0	135.0	132.0	130.0	128.0	127.0	126.0	126.0	126.0	127.0	128.0	130.0	132.0	135.0	138.0	142.0	146.0	150.0	154.0	159.0	164.0	169.0	175.0	180.0	186.0	192.0	198.0	204.0	211.0	217.0	224.0	230.0	237.0	244.0	251.0	257.0	264.0	271.0	278.0	286.0	293.0	300.0	307.0	314.0	322.0	329.0	336.0	344.0	351.0	359.0	366.0	374.0	381.0	389.0	396.0	404.0	411.0	419.0	426.0	434.0	442.0	449.0	457.0	465.0	472.0	480.0	488.0	495.0	503.0	511.0	518.0	526.0	534.0	542.0	549.0	557.0	565.0	573.0	580.0	588.0	596.0	604.0	1.0	619.0	627.0	635.0	643.0	1.0	658.0	666.0	674.0	682.0	1.0	1.0	705.0	713.0	721.0	1.0	1.0	1.0	1.0	760.0	768.0	1.0	1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	674.0	666.0	1.0	1.0	1.0	635.0	627.0	1.0	1.0	1.0	596.0	588.0	1.0	1.0	565.0	557.0	549.0	1.0	534.0	526.0	518.0	511.0	503.0	495.0	488.0	480.0	472.0	465.0	457.0	449.0	442.0	434.0	426.0	419.0	411.0	404.0	396.0	389.0	381.0	374.0	366.0	359.0	351.0	344.0	336.0	329.0	322.0	314.0	307.0	300.0	293.0	286.0	278.0	271.0	264.0	257.0	250.0	244.0	237.0	230.0	223.0	217.0	210.0	204.0	198.0	192.0	186.0	180.0	174.0	169.0	163.0	158.0	154.0	149.0	145.0	141.0	137.0	134.0	131.0	129.0	127.0	126.0	125.0	125.0	125.0	126.0	127.0	129.0	131.0	134.0	137.0	141.0	145.0	149.0	154.0	158.0	163.0	169.0	174.0	180.0	186.0	192.0	198.0	204.0	210.0	217.0	223.0	230.0	237.0	244.0	250.0	257.0	264.0	271.0	278.0	286.0	293.0	300.0	307.0	314.0	322.0	329.0	336.0	344.0	351.0	359.0	366.0	374.0	381.0	389.0	396.0	404.0	411.0	419.0	426.0	434.0	442.0	449.0	457.0	465.0	472.0	480.0	488.0	495.0	503.0	511.0	518.0	526.0	534.0	1.0	549.0	557.0	565.0	1.0	1.0	588.0	596.0	1.0	1.0	1.0	627.0	635.0	1.0	1.0	1.0	666.0	674.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	557.0	1.0	1.0	534.0	526.0	1.0	1.0	503.0	495.0	1.0	480.0	472.0	1.0	457.0	449.0	442.0	434.0	426.0	419.0	411.0	404.0	396.0	389.0	381.0	374.0	366.0	359.0	351.0	344.0	336.0	329.0	322.0	314.0	307.0	300.0	293.0	285.0	278.0	271.0	264.0	257.0	250.0	243.0	237.0	230.0	223.0	217.0	210.0	204.0	197.0	191.0	185.0	179.0	174.0	168.0	163.0	158.0	153.0	148.0	144.0	140.0	136.0	133.0	130.0	128.0	126.0	125.0	124.0	123.0	124.0	125.0	126.0	128.0	130.0	133.0	136.0	140.0	144.0	148.0	153.0	158.0	163.0	168.0	174.0	179.0	185.0	191.0	197.0	204.0	210.0	217.0	223.0	230.0	237.0	243.0	250.0	257.0	264.0	271.0	278.0	285.0	293.0	300.0	307.0	314.0	322.0	329.0	336.0	344.0	351.0	359.0	366.0	374.0	381.0	389.0	396.0	404.0	411.0	419.0	426.0	434.0	442.0	449.0	457.0	1.0	472.0	480.0	1.0	495.0	503.0	1.0	1.0	526.0	534.0	1.0	1.0	557.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	503.0	1.0	1.0	480.0	472.0	1.0	457.0	449.0	1.0	434.0	1.0	419.0	411.0	1.0	396.0	1.0	381.0	1.0	366.0	1.0	351.0	344.0	336.0	329.0	322.0	314.0	307.0	300.0	292.0	285.0	278.0	271.0	264.0	257.0	250.0	243.0	236.0	230.0	223.0	216.0	210.0	203.0	197.0	191.0	185.0	179.0	173.0	168.0	162.0	157.0	152.0	147.0	143.0	139.0	135.0	132.0	129.0	126.0	125.0	123.0	122.0	122.0	122.0	123.0	125.0	126.0	129.0	132.0	135.0	139.0	143.0	147.0	152.0	157.0	162.0	168.0	173.0	179.0	185.0	191.0	197.0	203.0	210.0	216.0	223.0	230.0	236.0	243.0	250.0	257.0	264.0	271.0	278.0	285.0	292.0	300.0	307.0	314.0	322.0	329.0	336.0	344.0	351.0	1.0	366.0	1.0	381.0	1.0	396.0	1.0	411.0	419.0	1.0	434.0	1.0	449.0	457.0	1.0	472.0	480.0	1.0	1.0	503.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	434.0	1.0	1.0	411.0	1.0	396.0	1.0	381.0	1.0	366.0	1.0	351.0	344.0	336.0	329.0	321.0	314.0	307.0	300.0	292.0	285.0	278.0	271.0	264.0	257.0	250.0	243.0	236.0	229.0	223.0	216.0	209.0	203.0	197.0	190.0	184.0	178.0	173.0	167.0	161.0	156.0	151.0	146.0	142.0	138.0	134.0	130.0	127.0	125.0	123.0	121.0	121.0	120.0	121.0	121.0	123.0	125.0	127.0	130.0	134.0	138.0	142.0	146.0	151.0	156.0	161.0	167.0	173.0	178.0	184.0	190.0	197.0	203.0	209.0	216.0	223.0	229.0	236.0	243.0	250.0	257.0	264.0	271.0	278.0	285.0	292.0	300.0	307.0	314.0	321.0	329.0	336.0	344.0	351.0	1.0	366.0	1.0	381.0	1.0	396.0	1.0	411.0	1.0	1.0	434.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
