0.0	0.0	-0.1443375672974065
10.0	-0.01449617675976877	-0.19981730765149322
20.0	-0.03352452616977514	-0.2556136490940406
30.0	-0.053128784032373234	-0.29524715148393876
40.0	-0.07212735414111072	-0.3201844141400001
50.0	-0.08936644669937154	-0.33346395430189557
60.0	-0.10411512167749934	-0.338348359495026
70.0	-0.11613064665508309	-0.3376430079525911
80.0	-0.1255327862661846	-0.33348275682918077
90.0	-0.13264043234046088	-0.32737162400252406
100.0	-0.13784432956520765	-0.3203134849534748
110.0	-0.14152934707629242	-0.3129502519281094
120.0	-0.14403669826836293	-0.30567547249099375
130.0	-0.14565100938065165	-0.2987181342680085
140.0	-0.1466007520401739	-0.2922008994983257
150.0	-0.14706462469101503	-0.28617991274729104
160.0	-0.1471800014963028	-0.2806693770611508
170.0	-0.1470510087062565	-0.2756590517440765
180.0	-0.146755744466563	-0.27112475477882914
190.0	-0.1463521768123779	-0.26703458327930946
200.0	-0.14588295740171026	-0.26335392292021836
210.0	-0.14537909306381028	-0.26004743132799185
220.0	-0.14486278575808703	-0.2570804955162007
230.0	-0.14434976716439843	-0.2544208656857085
240.0	-0.14385076457702148	-0.25203795530857814
250.0	-0.143372944397575	-0.24990396418473737
260.0	-0.14292081920941094	-0.24799359780265448
270.0	-0.14249684671926052	-0.24628349911657313
280.0	-0.14210222279176465	-0.24475314594344502
290.0	-0.14173701083423434	-0.24338357742140093
300.0	-0.14140061868788564	-0.24215791571271744
310.0	-0.1410920504513613	-0.24106126382762558
320.0	-0.14080984614090494	-0.24007973497545373
330.0	-0.14055253767298226	-0.2392014724832418
340.0	-0.14031844496119822	-0.23841548187106498
350.0	-0.14010586721535268	-0.23771194504658033
360.0	-0.1399132374646091	-0.23708245202928635
370.0	-0.13973884462690805	-0.23651887947356426
380.0	-0.13958122911952067	-0.23601451602965645
390.0	-0.13943892054722976	-0.23556308082416455
400.0	-0.1393105069650845	-0.23515885108606824
410.0	-0.1391948231923256	-0.2347971719230984
420.0	-0.13909058737641722	-0.23447325385298687
430.0	-0.13899678189641246	-0.23418331405502696
440.0	-0.13891241685038694	-0.23392379868254548
450.0	-0.13883651504705447	-0.23369130983383346
460.0	-0.13876835879040914	-0.2334833360323781
470.0	-0.13870709007846507	-0.23329700993995853
480.0	-0.13865207158250023	-0.23313019494854526
490.0	-0.13860270603891253	-0.23298092119680602
500.0	-0.1385583459619449	-0.23284710456418706
510.0	-0.13851859649413628	-0.23272745260553246
520.0	-0.13848290401728214	-0.23262021798211083
530.0	-0.13845088330133912	-0.23252417893196556
540.0	-0.1384222052774724	-0.23243829659327317
