0.0	0.0	-0.1443375672974065
10.0	-0.019585848178835182	-0.19559147815347516
20.0	-0.05644647839100697	-0.23550302259599462
30.0	-0.09977776269412866	-0.25166108719058294
40.0	-0.1412909646459574	-0.2506973812989461
50.0	-0.17542459790755913	-0.23943318634508742
60.0	-0.199875498758635	-0.22305078099735737
70.0	-0.21469762899030456	-0.20485554608722625
80.0	-0.22116497581309394	-0.18669271826049683
90.0	-0.22094793775233218	-0.16945976770282636
100.0	-0.21566274607775737	-0.15350594007915042
110.0	-0.20668373540522267	-0.1388897156037448
120.0	-0.19510067539949208	-0.1255305840518415
130.0	-0.1817415358695751	-0.11329080175982588
140.0	-0.1672179209140477	-0.10201762677238818
150.0	-0.15197240263838882	-0.09156314213804151
160.0	-0.13631965943969762	-0.08179232761357748
170.0	-0.1204798059564006	-0.07258541909819877
180.0	-0.10460392180338911	-0.0638373661914373
190.0	-0.08879302635059072	-0.05545600834340828
200.0	-0.07311294084410597	-0.047360317061194444
210.0	-0.05760370870915211	-0.039477729266083735
220.0	-0.042288930208244487	-0.03174299757748152
230.0	-0.02717962521895885	-0.024095442036947533
240.0	-0.01228067044218476	-0.016478398989715964
250.0	0.0024076184753923395	-0.00883683706529282
260.0	0.016885332646830273	-0.0011167094655260184
270.0	0.031151091026570845	0.006736609677577038
280.0	0.04519995391253623	0.014779709244260735
290.0	0.059019945457517986	0.02307176592188461
300.0	0.07259097167574319	0.031676744678831456
310.0	0.08587985927560494	0.04066358743725689
320.0	0.0988380484917344	0.05010850897133863
330.0	0.11139587302956856	0.060095691419948395
340.0	0.12345667813763	0.0707185106022817
350.0	0.13488985719914703	0.08208092695273064
360.0	0.14552041448291672	0.09429663241315249
370.0	0.15511858632131933	0.10748886751692181
380.0	0.16338571673328195	0.1217858890316074
390.0	0.16993958255315525	0.13731259989184774
400.0	0.17430025099422367	0.15417469083664528
410.0	0.1758800933182282	0.17242803346449598
420.0	0.1739873546730183	0.19202678206769339
430.0	0.1678574756001641	0.21273663564817274
440.0	0.15673922232505033	0.23399150313067973
450.0	0.14006979985673537	0.25468206005715244
460.0	0.11778459967522083	0.2728557314282661
470.0	0.09077329391061531	0.2853700074884501
480.0	0.06139699389687528	0.28763542586218777
490.0	0.033744588445933976	0.27379130577306554
